2025-11-13 02:36:08 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 18:23:34 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:23:35 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d4ce8f9f883b29b2e40c, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:23:35 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:23:35 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:24:18 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:24:18 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:24:18 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:24:18 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:24:18 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:24:18 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:24:20 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:24:20 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:24:20 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:24:20 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:24:20 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:24:20 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:24:21 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:24:21 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:24:21 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:24:21 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:24:22 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:24:33 | INFO | app.routes.auth:login:112 | Login attempt for email: testuser123@example.com
2025-11-13 18:24:34 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:24:34 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d50a8f9f883b29b2e40d, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:24:34 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:24:34 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:24:46 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:25:24 | INFO | app.core.events:shutdown:97 | ✅ MongoDB connection closed gracefully
2025-11-13 18:25:31 | INFO | app.core.events:startup:28 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 18:25:35 | INFO | app.core.events:startup:46 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 18:25:35 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created email unique index
2025-11-13 18:25:35 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products full-text index
2025-11-13 18:25:36 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products compound index
2025-11-13 18:25:36 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created saved_searches compound index
2025-11-13 18:25:37 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity compound index
2025-11-13 18:25:37 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity action index
2025-11-13 18:25:37 | INFO | app.core.events:startup:50 | ✅ Database indexes created successfully
2025-11-13 18:25:55 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:25:55 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:25:55 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:25:55 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:25:55 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:25:55 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:25:56 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:25:56 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:25:56 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:25:56 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:25:56 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:25:56 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:25:58 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:25:58 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:25:58 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:25:58 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:26:00 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:26:08 | INFO | app.routes.auth:login:112 | Login attempt for email: testuser123@example.com
2025-11-13 18:26:09 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:26:09 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d56969dc3bf5e5220817, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:26:09 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:26:09 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:26:15 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:28:43 | INFO | app.core.events:shutdown:97 | ✅ MongoDB connection closed gracefully
2025-11-13 18:28:48 | INFO | app.core.events:startup:28 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 18:28:52 | INFO | app.core.events:startup:46 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 18:28:53 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created email unique index
2025-11-13 18:28:53 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products full-text index
2025-11-13 18:28:54 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products compound index
2025-11-13 18:28:54 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created saved_searches compound index
2025-11-13 18:28:54 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity compound index
2025-11-13 18:28:55 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity action index
2025-11-13 18:28:55 | INFO | app.core.events:startup:50 | ✅ Database indexes created successfully
2025-11-13 18:29:06 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:29:06 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:29:06 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:29:06 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:29:06 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:29:06 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:29:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:29:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:29:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:29:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:29:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:29:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:29:09 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:29:09 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:29:09 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:29:09 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:29:11 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:29:32 | INFO | app.routes.auth:login:112 | Login attempt for email: testuser123@example.com
2025-11-13 18:29:33 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:29:33 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d63567306d526de7f9f9, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:29:34 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:29:34 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:29:44 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:33:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:33:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:33:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:33:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:33:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:33:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:33:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:33:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:33:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:33:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:33:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:33:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:33:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:33:09 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:33:09 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:33:09 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:33:34 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:33:52 | INFO | app.routes.auth:login:112 | Login attempt for email: testuser123@example.com
2025-11-13 18:33:52 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:33:53 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d73867306d526de7f9fa, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:33:53 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:33:53 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:34:00 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:34:47 | INFO | app.core.events:shutdown:97 | ✅ MongoDB connection closed gracefully
2025-11-13 18:35:01 | INFO | app.core.events:startup:28 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 18:35:05 | INFO | app.core.events:startup:46 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 18:35:05 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created email unique index
2025-11-13 18:35:06 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products full-text index
2025-11-13 18:35:06 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products compound index
2025-11-13 18:35:07 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created saved_searches compound index
2025-11-13 18:35:07 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity compound index
2025-11-13 18:35:08 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity action index
2025-11-13 18:35:08 | INFO | app.core.events:startup:50 | ✅ Database indexes created successfully
2025-11-13 18:35:21 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:35:21 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:35:21 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:35:22 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:35:22 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:35:22 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:35:22 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:35:22 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:35:22 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:35:23 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:35:23 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:35:23 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:35:23 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:35:23 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:35:23 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:35:23 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:35:40 | INFO | app.routes.auth:login:112 | Login attempt for email: testuser123@example.com
2025-11-13 18:35:43 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:35:43 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d7a7cd9e9583c2d23adc, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:35:44 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:35:44 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:35:50 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:39:45 | INFO | app.core.events:shutdown:97 | ✅ MongoDB connection closed gracefully
2025-11-13 18:39:50 | INFO | app.core.events:startup:28 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 18:39:54 | INFO | app.core.events:startup:46 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 18:39:55 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created email unique index
2025-11-13 18:39:55 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products full-text index
2025-11-13 18:39:56 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created products compound index
2025-11-13 18:39:56 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created saved_searches compound index
2025-11-13 18:39:57 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity compound index
2025-11-13 18:39:57 | DEBUG | app.core.events:_create_indexes:81 | ✓ Created user_activity action index
2025-11-13 18:39:57 | INFO | app.core.events:startup:50 | ✅ Database indexes created successfully
2025-11-13 18:40:11 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:40:12 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:40:12 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:40:28 | INFO | app.routes.auth:login:112 | Login attempt for email: testuser123@example.com
2025-11-13 18:40:29 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d1a38f9f883b29b2e404 (testuser123@example.com)
2025-11-13 18:40:29 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d8c572972949a1f5af3d, User: 6915d1a38f9f883b29b2e404, Action: login
2025-11-13 18:40:29 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:40:29 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:40:47 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:40:47 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:40:47 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d1a38f9f883b29b2e404
2025-11-13 18:41:37 | INFO | app.routes.auth:logout:347 | Logout request received
2025-11-13 18:41:37 | INFO | app.routes.auth:logout:369 | User logged out successfully
2025-11-13 18:42:10 | INFO | app.routes.auth:signup:39 | Signup attempt for email: test0@ex.com
2025-11-13 18:42:11 | INFO | app.routes.auth:signup:58 | Successful signup for user: 6915d92b72972949a1f5af3e (test0@ex.com)
2025-11-13 18:42:11 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d92b72972949a1f5af3f, User: 6915d92b72972949a1f5af3e, Action: signup
2025-11-13 18:42:11 | INFO | app.routes.auth:signup:92 | Tokens generated for user: 6915d92b72972949a1f5af3e
2025-11-13 18:42:27 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:42:28 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d92b72972949a1f5af3e
2025-11-13 18:42:28 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d92b72972949a1f5af3e
2025-11-13 18:42:55 | INFO | app.routes.auth:logout:347 | Logout request received
2025-11-13 18:42:55 | INFO | app.routes.auth:logout:369 | User logged out successfully
2025-11-13 18:43:05 | INFO | app.routes.auth:login:112 | Login attempt for email: test0@ex.com
2025-11-13 18:43:06 | INFO | app.routes.auth:login:125 | Successful login for user: 6915d92b72972949a1f5af3e (test0@ex.com)
2025-11-13 18:43:06 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d96272972949a1f5af40, User: 6915d92b72972949a1f5af3e, Action: login
2025-11-13 18:43:07 | INFO | app.routes.auth:login:159 | Last login updated for user: 6915d92b72972949a1f5af3e
2025-11-13 18:43:07 | INFO | app.routes.auth:login:163 | Tokens generated for user: 6915d92b72972949a1f5af3e
2025-11-13 18:43:14 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:43:14 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d92b72972949a1f5af3e
2025-11-13 18:43:14 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d92b72972949a1f5af3e
2025-11-13 18:44:05 | INFO | app.routes.auth:logout:347 | Logout request received
2025-11-13 18:44:05 | INFO | app.routes.auth:logout:369 | User logged out successfully
2025-11-13 18:44:08 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:44:08 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:44:08 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:44:09 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:44:09 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:44:09 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:44:10 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:44:10 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:44:10 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:44:10 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:44:10 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:44:10 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:44:11 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:44:11 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:44:11 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:44:11 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:44:13 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:45:36 | INFO | app.routes.auth:google_login:182 | Google login attempt
2025-11-13 18:45:37 | INFO | app.routes.auth:google_login:191 | Google token verified for email: umarfarook1yt@gmail.com
2025-11-13 18:45:37 | INFO | app.routes.auth:google_login:207 | Looking up user with email: umarfarook1yt@gmail.com
2025-11-13 18:45:37 | INFO | app.routes.auth:google_login:234 | Existing user logged in with ID: 6915d20f8f9f883b29b2e407
2025-11-13 18:45:38 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915d9f972972949a1f5af41, User: 6915d20f8f9f883b29b2e407, Action: login
2025-11-13 18:45:38 | INFO | app.routes.auth:google_login:264 | Tokens generated for Google user: 6915d20f8f9f883b29b2e407
2025-11-13 18:45:42 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:45:43 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d20f8f9f883b29b2e407
2025-11-13 18:45:43 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d20f8f9f883b29b2e407
2025-11-13 18:49:19 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:49:19 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:49:19 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:49:19 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:49:19 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:49:19 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:49:19 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:49:20 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:49:20 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:49:20 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:49:20 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:49:20 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:49:20 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:49:20 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d20f8f9f883b29b2e407
2025-11-13 18:49:20 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d20f8f9f883b29b2e407
2025-11-13 18:49:20 | WARNING | app.utils.rate_limiter:rate_limit_exceeded_handler:33 | Rate limit exceeded for IP: 127.0.0.1
2025-11-13 18:51:43 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:51:43 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:51:43 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:51:43 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:51:43 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:51:43 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:51:43 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:51:43 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:51:43 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:51:43 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:51:43 | INFO | app.routes.auth:refresh_token_endpoint:284 | Refresh token request received
2025-11-13 18:51:43 | WARNING | app.routes.auth:refresh_token_endpoint:289 | Refresh token not found in cookies
2025-11-13 18:51:43 | WARNING | main:http_exception_handler:161 | HTTP Exception - Status: 401, Detail: Refresh token not found
2025-11-13 18:51:44 | INFO | app.routes.auth:refresh_token_endpoint:311 | Valid refresh token for user: 6915d20f8f9f883b29b2e407
2025-11-13 18:51:44 | INFO | app.routes.auth:refresh_token_endpoint:328 | New tokens generated for user: 6915d20f8f9f883b29b2e407
